"Animal","Caption","Age","Gender","Ethnicity","Schooling","RecaptchaScore","Duration","Socials","Survey_01","Survey_02","Survey_03","Survey_04","Survey_05","Survey_06","Survey_07","Survey_08","Survey_09","Survey_10","Survey_11","Survey_12","One_word_comment"
"gorilla","no context",32,1,1,4,1,561,"2",5,4,5,5,2,4,5,4,1,5,5,5,"Wildlife"
"loris","informative",33,1,1,5,1,144,"2",1,2,4,2,1,4,1,5,1,5,2,4,"Cute"
"loris","informative",24,1,1,5,1,750,"1,2,3,4,5",5,4,4,5,4,5,4,5,5,5,5,5,"Save animal"
"loris","no context",34,2,1,4,1,193,"1,2,3,4,5",4,4,5,5,5,4,5,5,5,5,5,5,"Jessd"
"loris","no context",34,2,1,4,1,193,"1,2,3,4,5",4,4,5,5,5,4,5,5,5,5,5,5,"Jessd"
"loris","no context",30,1,1,4,1,853,"2",4,5,5,5,5,4,4,4,4,4,4,4,"animals"
"loris","no context",30,1,1,4,1,853,"2",4,5,5,5,5,4,4,4,4,4,4,4,"animals"
"gorilla","no context",25,1,5,4,1,196,"1,2,3",4,4,4,2,4,4,4,4,4,2,4,4,"cute"
"gorilla","no context",44,1,1,4,1,648,"1,2,3,5",5,5,5,5,4,5,5,4,4,5,5,5,"Wildlife images"
"gorilla","no context",51,1,1,2,1,551,"1,2",5,4,2,4,3,3,2,5,2,5,4,4,"somewhat afraid what would do the animal next"
"gorilla","informative",28,1,1,4,1,1063,"1,2,3,5",4,4,4,5,5,5,4,3,4,5,4,4,"ALL ANIMALS ARE OBSER VED SAFELY AND HUMANLY"
"gorilla","informative",28,1,1,4,1,1063,"1,2,3,5",4,4,4,5,5,5,4,3,4,5,4,4,"ALL ANIMALS ARE OBSER VED SAFELY AND HUMANLY"
"loris","no context",34,2,1,4,1,474,"1,2,3,5",2,4,2,5,2,2,1,4,2,4,4,4,"danger"
"loris","no context",34,2,1,4,1,474,"1,2,3,5",2,4,2,5,2,2,1,4,2,4,4,4,"danger"
"loris","informative",32,2,1,2,1,241,"1,2,3,5",1,3,4,1,3,4,4,4,4,4,2,3,"Afraid"
"gorilla","informative",30,1,1,4,1,157,"1,2,3",5,5,4,5,5,5,5,5,5,5,4,5,"GOOD"
"gorilla","informative",30,1,1,4,1,157,"1,2,3",5,5,4,5,5,5,5,5,5,5,4,5,"GOOD"
"gorilla","informative",30,1,1,4,1,157,"1,2,3",5,5,4,5,5,5,5,5,5,5,4,5,"GOOD"
"loris","no context",33,1,5,5,1,345,"2",4,4,5,5,4,5,4,5,5,4,4,5,"my friend"
"gorilla","informative",36,2,1,4,1,254,"1,3",5,5,5,5,5,5,5,5,5,5,5,5,"excellent"
"gorilla","no context",42,1,1,4,1,722,"1,2,3,4,5",4,5,4,5,2,4,4,5,4,5,5,5,"nature"
"loris","no context",25,1,1,4,1,369,"1,2,3,4,5",4,5,4,5,4,5,4,5,4,4,5,5,"GOOD"
"loris","no context",25,2,1,4,1,381,"1,2,3,4,5,6",4,5,4,4,4,4,4,3,4,4,4,4,"gorillaz"
"loris","informative",25,1,1,4,1,1011,"1,2,4",4,4,5,5,5,4,4,4,4,4,4,4,"i think the picture in this post will rare to see"
"loris","informative",42,1,1,2,1,357,"1",1,3,2,3,3,4,3,5,2,5,3,4,"Monkey"
"gorilla","no context",55,2,2,4,1,451,"2,3",4,4,4,4,4,4,4,4,4,4,4,4,"come to	dawn on"
"loris","no context",25,1,1,4,1,141,"1,2,4,5",4,4,4,3,4,5,4,4,5,3,5,5,"research subject"
"gorilla","informative",30,2,4,4,1,752,"1,2,3",4,4,3,4,3,4,4,5,4,4,4,4,"Mountain Gorilla"
"gorilla","no context",30,2,1,4,1,467,"1,2,3",4,4,2,4,4,4,5,2,4,4,4,4,"fera"
"loris","no context",30,2,1,4,1,571,"1,2,3",4,3,4,4,4,4,3,4,2,4,4,4,"animals love with human"
"gorilla","informative",45,1,1,4,1,236,"1,2,5",4,4,5,5,4,5,4,4,4,4,4,4,"good"
"loris","informative",49,2,1,2,1,204,"1,2,3",1,4,1,3,1,3,1,5,1,5,4,1,"australia"
"gorilla","informative",44,2,1,4,1,577,"2",4,5,4,4,5,4,4,4,4,4,4,4,"cuteness"
"gorilla","no context",60,2,1,4,1,688,"1,2,3",1,4,5,4,2,2,4,2,4,4,4,4,"GORILLA WAS SO CUTE"
"gorilla","no context",60,2,1,4,1,688,"1,2,3",1,4,5,4,2,2,4,2,4,4,4,4,"GORILLA WAS SO CUTE"
"gorilla","no context",25,2,1,4,1,485,"1,2,3",5,5,4,5,4,4,5,3,4,5,4,5,"Gorilla is a very helpful in person life"
"gorilla","no context",25,2,1,4,1,485,"1,2,3",5,5,4,5,4,4,5,3,4,5,4,5,"Gorilla is a very helpful in person life"
"gorilla","informative",25,2,5,4,1,226,"1,2,3",4,4,4,4,4,2,4,4,4,4,4,4,"FUNNY"
"gorilla","informative",31,2,1,5,1,857,"1,2,3",2,4,5,4,2,5,4,5,2,5,4,5,"zoophilist"
"loris","no context",25,2,5,4,1,575,"1,2",4,5,4,5,4,4,4,4,5,4,5,5,"cute"
"loris","no context",25,2,5,4,1,575,"1,2",4,5,4,5,4,4,4,4,5,4,5,5,"cute"
"gorilla","informative",30,1,1,4,1,346,"1,2",5,4,5,4,4,4,4,4,4,5,5,4,"gorilla"
"gorilla","informative",30,1,1,4,1,346,"1,2",5,4,5,4,4,4,4,4,4,5,5,4,"gorilla"
"loris","informative",25,1,5,4,1,245,"1,2,3,5",4,4,4,4,4,4,4,4,4,4,4,4,"safe handling"
"gorilla","informative",58,2,1,4,1,625,"2,3",4,5,5,4,4,4,4,4,4,4,4,4,"Butte  "
"loris","no context",36,1,1,5,1,902,"1,2",4,4,4,4,4,4,4,4,4,4,4,5,"good and bad"
"loris","informative",30,1,2,4,1,452,"1,2,3,4",4,4,3,4,4,4,4,4,2,4,4,2,"playful"
"gorilla","informative",25,1,1,4,1,448,"1,2,3",4,4,3,3,3,3,4,3,3,4,4,5,"AMAZING"
"loris","informative",44,1,1,4,1,588,"1,2,3",4,4,4,4,5,4,4,4,4,4,4,4,"safe"
"gorilla","informative",50,2,1,5,1,309,"1,2,3",5,5,5,5,5,5,5,5,5,5,5,5,"Save the animal"
"gorilla","no context",49,1,4,4,1,404,"1,2,3",1,5,4,5,4,1,5,4,5,5,5,5,"beautiful place and view"
"loris","informative",46,2,6,4,1,749,"1,2,3,5",4,4,4,4,2,4,4,4,2,4,5,4,"Pity"
"loris","informative",25,1,1,4,1,448,"1,2,3",4,4,4,4,2,4,5,4,4,4,4,4,"This animal is very nice"
"loris","no context",38,1,1,4,1,150,"1,2",4,4,4,4,4,4,4,4,4,4,4,4,"happy"
"loris","no context",25,1,1,4,1,891,"1,2,3",4,4,4,4,4,4,2,4,4,5,4,4,"small monkey"
"loris","informative",43,2,1,2,1,396,"1,2,3",1,2,3,1,1,4,2,3,1,5,1,2,"sad"
"loris","no context",25,2,1,4,1,1242,"1,2,3",4,4,4,4,4,4,4,4,4,5,4,4,"The animal is very wild animal"
"loris","informative",36,1,3,4,1,522,"1,2,3",4,4,4,5,4,5,5,5,5,5,4,4,"Humanity"
"gorilla","informative",26,1,1,4,1,266,"1,2",4,4,4,4,4,4,4,4,4,4,4,4,"GORILLA"
"gorilla","informative",48,2,1,3,1,583,"6",2,1,3,4,1,4,5,4,1,5,1,2,"Kinship "
"gorilla","no context",23,1,1,4,1,228,"1,2",4,4,2,4,4,4,4,4,4,4,4,4,"bonding"
"gorilla","informative",61,2,1,2,1,325,"1",2,2,4,3,2,4,3,4,2,4,4,4,"Beautiful"
"gorilla","informative",59,1,1,4,1,374,"1,2",4,4,5,5,2,4,4,5,2,5,5,5,"Endangered"
"gorilla","no context",25,1,5,4,1,450,"2",4,4,5,4,4,5,5,4,4,3,4,4,"Safe handling"
"gorilla","informative",25,2,1,4,1,282,"1,2,3,4,5",4,4,4,4,4,4,4,4,4,4,4,4,"nature"
"loris","no context",30,1,1,4,1,121,"1,2,3,5",4,4,4,2,4,5,4,2,2,5,5,4,"GOOD FEEL"
"loris","informative",31,1,1,2,1,436,"1,2,3,5",2,4,3,5,3,4,4,4,5,5,4,4,"cute"
"gorilla","no context",25,2,1,4,1,183,"1,2,3",4,5,5,5,5,5,5,4,5,5,4,5,"gorilla is a very helpful in person life"
"loris","no context",20,2,1,4,1,2071,"1,2",2,4,5,4,4,4,4,4,4,5,5,4,"I don't know if it was eaten"
"loris","no context",29,2,4,4,1,835,"1,2,3",5,5,3,4,4,4,3,3,5,5,4,4,"very cute animal"
"loris","no context",29,2,4,4,1,835,"1,2,3",5,5,3,4,4,4,3,3,5,5,4,4,"very cute animal"
"loris","informative",21,2,4,4,0,556,"2",3,3,4,4,4,3,4,4,5,4,4,4,"my friend"
"loris","informative",21,2,4,4,0,556,"2",3,3,4,4,4,3,4,4,5,4,4,4,"my friend"
"gorilla","no context",41,2,1,4,1,329,"1,2,3",1,4,5,5,1,2,4,5,1,5,4,5,"intrusion"
"loris","no context",29,2,1,5,1,170,"1,2,3",2,4,4,4,2,2,2,4,2,4,4,4,"fear"
"gorilla","informative",25,1,1,4,1,273,"1,2,3,4,5",5,5,4,4,5,5,5,5,5,5,4,4,"nice "
"loris","informative",40,2,6,2,1,393,"1,2,3,5",2,4,4,4,3,3,3,4,2,5,4,4,"awareness"
"gorilla","informative",32,2,1,4,1,287,"1,2,3",5,4,4,4,4,4,4,5,4,5,4,3,"ONE MAN IN GORILLA ANIMAL RESERACH"
"gorilla","no context",30,1,1,5,1,153,"2",4,4,4,4,4,5,4,4,4,4,4,4,"good"
"loris","no context",43,2,1,4,1,234,"1,2,3,5",4,4,5,5,5,5,4,4,5,4,4,5,"Jessd"
"gorilla","informative",25,1,1,5,1,478,"1,2,3",4,3,3,4,2,3,3,4,3,4,4,4,"mountain gorilla"
"loris","no context",67,2,1,5,1,442,"1,2,3",1,3,4,3,1,4,1,3,1,4,4,2,"Inappropriate"
"loris","no context",30,1,4,5,1,215,"1,2,3",4,4,5,4,2,2,2,1,4,2,5,2,"that man was a scientist"
"loris","informative",64,2,1,2,1,230,"1,3",1,2,3,2,1,1,2,5,2,5,4,1,"Sadness"
"loris","informative",69,1,2,2,1,1117,"1",2,4,4,5,4,2,5,5,4,5,5,5,"Wonderment"
"gorilla","informative",33,1,4,4,1,486,"2",4,4,4,4,4,4,4,4,4,4,4,4,"animal"
"loris","informative",41,1,1,2,1,285,"1",1,3,3,2,2,1,4,4,4,4,2,4,"tiny"
"loris","informative",49,1,3,4,1,367,"1,2,3,4,5",5,5,5,5,5,5,5,5,5,5,4,5,"Wildlife"
"gorilla","no context",28,2,1,4,1,217,"1",1,2,3,1,1,1,1,2,1,3,1,2,"inconsequential"
"gorilla","informative",50,2,1,4,1,348,"1,2,3,5",5,4,5,5,1,5,2,5,1,5,5,4,"Amazing "
"loris","informative",63,1,2,5,1,539,"1,2,3,5",1,5,2,5,4,3,4,5,2,5,5,5,"Primatologist"
"loris","informative",31,2,6,4,1,1125,"1,2",4,2,4,4,2,4,2,4,2,4,4,4,"Cute"
"gorilla","informative",34,1,1,4,1,173,"1,2,3,5",1,2,3,4,1,5,3,4,1,5,2,4,"Interesting"
"loris","informative",49,1,1,4,1,505,"1,2,3",1,2,3,3,3,1,4,4,3,5,2,4,"passion"
"gorilla","no context",31,1,1,4,1,179,"1,2,3,5",5,4,4,5,1,4,4,5,1,5,5,5,"Cool"
"gorilla","no context",39,2,1,4,1,700,"1,2",4,4,4,4,4,4,4,3,4,4,4,4,"THE POST SHARED AN USEFUL AND INFORMATION OF THE ANIMAL AND THE ASPECTS OF THE LIFE OF THE ANIMAL"
"loris","no context",43,2,1,2,1,418,"1,2,3,5",1,3,4,4,1,4,1,2,1,5,4,3,"beauty"
"gorilla","no context",35,2,6,4,1,1127,"1,2",4,4,4,5,4,4,4,5,4,5,4,4,"Cute"
"gorilla","informative",40,2,1,4,1,201,"2",5,5,5,5,5,5,5,5,5,5,5,5,"MOUNTAIN GORILLA"
"gorilla","no context",48,2,1,4,1,449,"2",4,4,4,4,2,4,4,4,2,4,4,4,"FEAR"
"loris","informative",42,2,3,4,1,948,"1,2,3",5,4,5,2,4,5,5,4,5,4,2,4,"good "
"loris","informative",34,2,2,2,1,442,"1,2,3",2,1,4,2,1,2,3,3,1,4,3,3,"Heartbreak"
"gorilla","informative",65,2,1,4,1,339,"1",2,2,4,3,1,4,1,5,1,4,3,2,"a cool job if you are young and not afraid"
"loris","informative",44,1,3,5,1,799,"1,2,3,5",3,3,3,4,3,2,4,5,4,4,3,4,"caring"
"loris","informative",39,1,5,5,1,210,"1,2",1,2,4,4,2,1,2,4,2,5,5,3,"cute"
"gorilla","no context",63,1,1,4,1,786,"1,2",3,3,2,5,4,3,4,3,3,3,4,4,"animals are friendly to human being"
"gorilla","no context",34,2,3,4,0,249,"2",4,4,4,4,4,4,4,4,4,4,4,4,"very closest picture of man with animal"
"loris","no context",25,2,1,4,1,633,"1,2,3,4,5",4,3,4,4,3,3,4,4,3,4,4,5,"Wild animals conservation is very important"
"gorilla","informative",25,2,4,4,1,213,"2",4,4,4,4,3,4,4,4,2,4,5,4,"wildlife of animals"
"gorilla","informative",30,2,1,2,1,244,"1,2,3,5",4,3,3,4,1,5,5,5,1,5,5,5,"Wholesome"
"gorilla","no context",34,1,2,5,1,1336,"2",3,4,4,3,4,3,3,3,3,4,3,3,"GORILLA SEE THIS MAN"
"gorilla","informative",30,1,1,4,1,103,"1,2,3",5,5,5,5,5,4,5,4,5,5,4,5,"animal"
"loris","no context",36,2,1,2,1,329,"1",2,3,3,4,2,4,3,4,3,4,3,4,"cute"
"gorilla","no context",28,1,1,4,1,844,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,4,"gorilla"
"gorilla","no context",28,1,1,4,1,844,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,4,"gorilla"
"gorilla","informative",37,3,1,4,1,305,"1,2,3",1,2,5,3,1,4,1,5,1,5,2,4,"conservation"
"loris","informative",38,2,3,4,1,177,"2",4,5,4,4,5,5,4,5,4,4,5,5,"Wildlife"
"loris","no context",59,1,1,4,1,386,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,4,"animal in this post"
"loris","no context",59,1,1,4,1,386,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,4,"animal in this post"
"loris","informative",52,2,1,4,0,317,"2,3",4,5,4,4,5,5,4,5,4,4,4,5,"CUTE ONE"
"loris","informative",52,2,1,4,0,317,"2,3",4,5,4,4,5,5,4,5,4,4,4,5,"CUTE ONE"
"gorilla","informative",40,1,1,2,1,383,"1,2,3",5,4,5,4,5,5,5,5,5,5,5,5,"happyness"
"loris","informative",35,1,1,4,1,452,"1",2,4,2,4,4,4,4,4,4,4,4,3,"humanely for recherché the animal"
"gorilla","no context",49,1,1,4,1,234,"2",4,5,4,4,4,4,4,4,4,4,4,4,"very good"
"gorilla","no context",59,1,1,4,1,212,"1",1,4,4,3,1,4,1,4,1,4,4,2,"scary"
"gorilla","no context",25,1,1,4,1,1407,"2",4,4,3,4,4,4,3,4,4,4,4,4,"KINGKONG"
"loris","no context",32,1,1,2,1,571,"1,2,3",1,4,4,4,2,4,2,4,2,5,4,4,"innocent"
"gorilla","informative",38,1,1,4,1,483,"1,2,3",2,2,4,1,2,4,4,4,4,4,5,2,"happy"
"loris","informative",42,2,1,4,1,324,"1,2,3",4,2,2,4,4,2,4,3,4,4,4,3,"monkey"
"gorilla","informative",64,2,1,4,1,358,"1,2,3,5",4,4,4,4,4,4,4,4,4,4,4,4,"Animals"
"gorilla","no context",37,2,1,4,1,452,"2",4,4,4,4,5,4,4,4,5,4,4,4,"GORILLA"
"gorilla","no context",57,2,3,4,0,1297,"1,2,3",4,4,2,3,5,4,5,5,5,4,4,5,"Animals save the earth"
"gorilla","no context",66,1,1,4,1,759,"2",3,2,1,5,4,4,4,4,4,4,5,5,"I would like feel happy"
"gorilla","no context",30,1,1,4,1,112,"2",4,4,4,4,4,4,4,4,4,4,4,4,"GORILLA"
"gorilla","no context",33,2,1,2,1,239,"2",1,4,5,5,1,5,5,4,1,5,5,5,"Cool"
"loris","no context",49,1,1,4,1,470,"1,3",4,2,4,4,4,4,4,2,4,2,3,5,"This animal are Disgusting"
"gorilla","no context",32,1,1,5,1,231,"1,2,3",4,4,4,4,5,5,4,4,4,4,5,5,"Nice "
"loris","no context",39,2,6,2,1,671,"1,2,3,5",2,4,3,4,4,3,5,4,5,4,4,5,"Cute"
"loris","informative",40,1,4,4,1,2194,"1,2,3,5",5,4,5,4,5,5,5,5,5,5,5,5,"capturted"
"loris","informative",21,1,1,2,1,239,"2",1,4,3,4,3,2,4,4,2,4,4,4,"Adorable"
"gorilla","no context",24,1,5,4,1,203,"2",4,4,4,4,4,4,4,4,4,5,4,4,"NICE"
"gorilla","no context",25,1,1,4,1,871,"1,2,3,5",4,4,4,4,4,4,4,4,4,4,4,4,"This post is remain to save animals"
"loris","no context",38,2,1,5,1,753,"1,2,3,4,5",3,4,4,4,3,4,4,4,4,4,4,4,"mark"
"loris","informative",35,1,3,2,1,343,"1,2,3,4,5",4,4,5,4,5,5,5,5,4,4,5,5,"nice"
"gorilla","informative",42,2,1,4,1,193,"1,2,3,4,5",4,4,4,4,4,4,4,4,4,4,4,4,"animal is protected them"
"loris","no context",25,2,1,4,1,268,"1,2,3,5",4,4,2,5,4,3,4,4,2,4,5,4,"dangered animal"
"loris","no context",29,1,1,4,1,185,"1,2,3,5",2,4,2,5,4,5,4,4,1,4,4,5,"animal"
"gorilla","no context",25,2,1,4,1,1681,"1,2,3,4",4,5,4,5,2,5,5,5,5,5,5,5,"gorilla"
"gorilla","no context",32,1,1,5,0,261,"1,2,3,4,5",5,5,5,5,5,5,5,5,5,5,5,5,"SAVE WILDLIFE"
"loris","no context",30,1,1,2,1,276,"1,2,3,4,5",5,5,5,5,5,5,5,5,5,5,5,5,"good"
"loris","no context",36,1,1,4,1,420,"1,3",1,2,3,3,3,2,4,5,3,4,4,3,"Cute"
"loris","informative",40,2,1,5,1,1277,"2",2,4,3,3,2,4,2,4,2,5,4,3,"Tiny"
"loris","no context",25,2,1,4,1,346,"1,2,3,4,5",5,4,4,5,4,5,4,4,4,5,4,4,"NATURE"
"loris","no context",30,1,1,4,1,234,"1,2,3",5,5,5,5,5,5,5,5,5,5,5,5,"Unique"
"gorilla","informative",25,2,1,4,1,512,"1,2,3,4,5",4,5,5,4,3,5,5,4,4,5,4,4,"Torture"
"loris","no context",63,1,1,2,1,563,"1,2,3",2,2,4,4,2,4,2,3,2,5,2,4,"None did wrong to assume it does for all"
"loris","informative",40,2,1,4,1,309,"1,2,3",5,4,4,5,4,4,4,5,4,2,4,4,"good"
"loris","informative",55,2,1,4,1,395,"2",4,4,5,5,5,4,5,4,5,4,4,5,"pity"
"loris","no context",36,2,1,2,1,412,"1,2,3",1,4,3,3,1,4,1,4,1,5,5,5,"Cute"
"loris","no context",26,1,1,4,1,1420,"2",5,4,4,4,4,5,2,4,4,4,4,2,"This animal is injured"
"gorilla","informative",23,2,5,2,1,441,"1,5",2,4,4,5,1,4,1,4,1,5,5,4,"How thrilling to see such an animal in close proximity"
"gorilla","no context",24,2,4,4,1,1296,"1,2,3,5",4,4,4,4,3,4,2,3,4,5,4,4,"Mountain Gorilla is quite"
"loris","informative",42,1,1,5,1,592,"1",4,4,4,4,4,4,4,5,4,5,4,5,"Reception of Wildlife in Images Survey"
"gorilla","informative",35,1,1,4,1,492,"2",4,4,4,2,4,4,4,2,5,4,2,4,"COMMEND"
"loris","informative",62,2,1,3,1,269,"1,2,5",1,2,3,3,1,2,2,5,2,4,3,2,"sad"
"gorilla","informative",39,2,1,4,1,501,"1,2,3",4,4,4,5,4,5,5,4,5,5,4,5,"looking"
"loris","no context",31,2,1,4,1,700,"1,2,3,5",4,2,4,4,4,4,5,5,4,5,4,5,"beautiful "
"gorilla","no context",35,1,2,4,1,613,"1,2,3,4,5",4,4,4,5,5,4,4,4,5,4,4,5,"Mountain Gorilla"
"gorilla","informative",25,1,1,4,1,2885,"1,2,3,4,5",5,5,5,5,5,5,5,5,5,5,5,5,"Research"
"gorilla","informative",61,1,1,4,1,477,"1,3",1,2,5,4,1,5,2,4,1,5,2,4,"amazing"
"gorilla","informative",36,2,1,2,1,292,"1,3,5",1,3,4,3,1,4,2,4,1,5,2,4,"cute"
"loris","informative",32,1,1,5,1,693,"2",3,5,4,4,3,4,3,5,3,5,4,4,"Wildlife"
"gorilla","informative",29,2,4,4,1,445,"1,2",5,4,2,4,4,4,4,2,2,4,5,5,"GOOD RELATIONSHIP FOR HUMANITY"
"loris","no context",30,1,1,4,1,128,"2",4,4,4,4,4,4,4,4,4,4,4,4,"animal"
"loris","no context",51,2,1,3,1,423,"1,2,5",1,5,4,3,2,5,4,5,2,5,4,4,"cute"
"loris","informative",43,2,1,4,1,205,"1,2",3,4,4,2,1,4,4,2,1,5,2,1,"sad"
"loris","informative",43,2,1,4,1,205,"1,2",3,4,4,2,1,4,4,2,1,5,2,1,"sad"
"loris","informative",33,1,1,5,1,339,"1,2,3,4,5",2,4,4,4,5,2,4,4,4,4,4,5,"Cute"
"loris","informative",33,1,1,5,1,339,"1,2,3,4,5",2,4,4,4,5,2,4,4,4,4,4,5,"Cute"
"loris","informative",32,5,1,2,1,201,"3",1,4,5,5,1,4,1,5,1,5,2,4,"Cute"
"gorilla","informative",48,2,1,4,1,282,"2",5,5,5,5,5,5,5,5,5,5,5,5,"pity"
"gorilla","informative",39,2,1,4,1,368,"1,2,3",4,4,4,5,5,5,5,5,5,5,5,5,"All animals are observed safely and humanely"
"loris","no context",63,2,1,5,1,420,"1,2,3",2,4,4,2,2,2,2,4,2,5,4,2,"sympathy"
"loris","informative",30,1,1,4,1,257,"1,2,3,4,5",4,5,5,5,4,5,4,5,4,4,5,4,"monky"
"gorilla","informative",40,1,1,5,1,250,"1,2,3,4",5,5,5,5,5,5,5,5,5,5,5,4,"WILDLIFE"
"gorilla","no context",35,2,3,4,1,515,"2",4,4,4,4,4,4,4,4,4,4,4,4,"very close between human and animal"
"gorilla","informative",49,2,3,4,1,1016,"1,2,3",4,5,2,5,2,4,3,5,2,5,5,5,"happy"
"loris","informative",31,1,3,4,1,224,"1,2,3,4,5",4,5,4,2,2,5,5,5,4,4,4,4,"We must learn our image from animals"
"gorilla","informative",50,1,1,2,1,635,"1,3",1,4,4,3,1,5,1,5,1,5,1,2,"research"
"gorilla","informative",24,1,5,4,1,2020,"1,3,5",4,4,5,4,4,4,4,4,4,4,4,4,"Beast"
"gorilla","informative",40,2,1,4,1,493,"2",3,4,2,4,2,2,4,4,2,4,4,4,"fear"
"gorilla","no context",30,2,1,2,1,169,"1,2,3",3,4,4,5,1,5,1,1,1,5,4,4,"Danger"
"loris","informative",42,1,3,5,1,204,"2,3",3,3,3,4,3,4,4,4,3,3,4,3,"Cute"
"gorilla","no context",30,1,1,4,1,547,"1,2,3,5",4,4,5,5,2,5,4,5,2,5,5,5,"mountain gorilla"
"gorilla","informative",28,2,1,2,1,252,"1,2,3,5",2,2,5,5,1,2,1,5,1,5,4,5,"Gorilla"
"gorilla","no context",63,2,1,4,1,462,"1,3",1,2,3,3,1,4,1,3,1,4,4,3,"Curiosity"
"gorilla","no context",58,2,2,4,1,324,"1,2,3",5,5,5,5,5,5,5,5,5,5,4,5,"YES"
"loris","informative",39,2,2,4,1,452,"1,2,4",4,4,4,4,4,4,4,4,4,5,4,4,"All wild animals are captured and handled safely for people researchers"
"gorilla","no context",58,1,7,5,1,262,"3",1,2,2,1,1,3,1,3,1,4,1,3,"fascinated"
"gorilla","informative",34,2,1,4,1,2766,"2",4,4,4,5,2,3,4,4,1,4,5,4,"wildlife love"
"gorilla","no context",30,2,1,4,1,994,"1,2,3",4,5,4,4,4,4,4,5,4,4,4,5,"Conversation "
"loris","informative",25,2,1,4,1,831,"1,2,3",5,5,5,5,5,5,5,5,5,5,5,5,"unique"
"loris","no context",50,2,1,3,1,328,"1,2,3,5",2,3,2,3,2,4,4,3,2,4,2,3,"unwell"
"gorilla","no context",25,2,5,4,1,412,"2",5,4,5,4,4,4,4,4,4,4,4,4,"Human mountain gorilla"
"loris","informative",40,1,3,2,1,286,"1,2,3,4,5",5,4,4,4,4,4,4,2,4,5,3,1,"ANIMAL"
"gorilla","no context",30,1,1,4,1,516,"1,2,3,5",4,4,4,4,4,4,4,5,4,4,4,4,"Gorilla"
"loris","no context",25,2,1,4,1,706,"1,2,3,5",3,4,5,4,4,4,5,4,4,4,5,3,"THIS ANIMAL IS LOOK GOOD"
"gorilla","no context",35,2,2,4,1,440,"1,2,3,4",4,4,4,5,4,5,5,5,4,4,5,4,"MEN WITH AMOUNTAIN GORILLA"
"gorilla","informative",25,2,5,4,1,500,"1,2",4,4,4,4,5,5,5,5,4,4,5,2,"Looks like a picture "
"loris","no context",32,1,3,4,1,507,"1,2,3,4,5",4,4,3,3,5,4,4,4,5,4,3,4,"cute little monkey very cute"
"loris","no context",33,1,3,4,1,783,"1,2,3,5",4,4,3,4,4,4,4,3,5,5,4,4,"cute monkey and that affection for that owner"
"loris","informative",34,1,1,4,1,813,"1,2",4,5,5,4,5,4,4,5,4,5,4,5,"nice"
"loris","informative",52,2,2,4,1,295,"1,2,3",5,5,4,4,5,5,5,5,4,4,4,5,"Wildlife"
"loris","no context",35,1,1,4,1,181,"6",1,4,4,4,1,4,4,4,2,5,4,4,"cute"
"loris","informative",25,1,1,4,1,300,"1,2,3,4,5",4,4,5,4,4,5,5,5,5,5,4,5,"nice pet"
"loris","informative",25,1,1,4,1,300,"1,2,3,4,5",4,4,5,4,4,5,5,5,5,5,4,5,"nice pet"
"loris","no context",25,1,1,4,1,475,"1,2,3,4",4,4,4,4,4,4,4,4,4,4,4,4,"small monkey"
"loris","no context",25,1,1,4,1,475,"1,2,3,4",4,4,4,4,4,4,4,4,4,4,4,4,"small monkey"
"gorilla","no context",45,1,1,5,1,404,"1,2,3",5,5,5,5,5,5,5,5,5,5,5,5,"WILDLIFE RESEARCH"
"loris","informative",25,2,1,4,1,170,"1,2,3,4",4,4,4,4,4,4,4,4,4,4,4,4,"small monkey"
"loris","informative",30,1,4,4,1,211,"2",5,5,5,5,5,5,5,5,5,5,5,5,"Wow"
"gorilla","informative",25,2,1,4,1,659,"1,2",4,5,2,4,2,4,4,4,3,4,5,4,"Gorilla"
"gorilla","no context",42,2,1,4,1,845,"1,2,3",5,5,4,5,5,5,5,4,5,4,4,5,"pity"
"gorilla","no context",36,1,1,4,1,595,"2,3",2,2,4,4,1,2,4,2,5,5,4,4,"close"
"gorilla","no context",44,2,1,5,1,386,"1,2",4,4,4,4,4,4,4,4,3,4,4,4,"NATURAL ANIMALS IS BEAUTYFULL"
"gorilla","no context",40,2,1,4,1,201,"1,2",4,4,4,4,4,4,4,4,4,5,4,4,"I feel good"
"gorilla","informative",38,2,1,3,1,271,"1,2,3,5",4,2,5,4,1,4,2,5,1,5,4,5,"Interest"
"loris","informative",25,2,1,5,1,389,"2,3",4,4,3,4,4,4,3,4,5,4,5,4,"all animals were capture and handle safely"
"gorilla","no context",39,2,1,4,1,459,"2,3,5",4,4,4,4,4,4,4,4,4,5,4,4,"Relationship"
"gorilla","no context",54,2,1,4,1,463,"1",1,4,4,3,1,3,2,4,1,5,4,4,"Care"
"loris","informative",36,1,1,4,1,2113,"1,2,3,4,5",4,4,4,4,4,4,4,5,5,5,5,5,"animals"
"loris","informative",29,1,4,5,1,217,"1,2",5,5,5,5,5,5,5,5,5,5,5,5,"primatologist"
"loris","no context",25,2,1,4,1,364,"1,2,3",5,5,5,4,5,4,5,4,5,5,5,5,"This is very helpful in person life"
